"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Sri Lanka","2012","Female","Not applicable","Number","170800"
"Sri Lanka","2012","Male","Not applicable","Number","175188"
"Sri Lanka","2011","Female","Not applicable","Number","168276"
"Sri Lanka","2011","All genders","Not applicable","Number","341212"
"Sri Lanka","2011","Male","Not applicable","Number","172936"
"Sri Lanka","2010","Male","Not applicable","Number","170846"
"Sri Lanka","2010","Female","Not applicable","Number","165797"
"Sri Lanka","2010","All genders","Not applicable","Number","336643"
"Sri Lanka","2009","All genders","Not applicable","Number","331977"
"Sri Lanka","2009","Male","Not applicable","Number","168735"
"Sri Lanka","2009","Female","Not applicable","Number","163242"
"Sri Lanka","2008","Female","Not applicable","Number","161066"
"Sri Lanka","2008","Male","Not applicable","Number","166981"
"Sri Lanka","2008","All genders","Not applicable","Number","328047"
"Sri Lanka","2007","Female","Not applicable","Number","160064"
"Sri Lanka","2007","All genders","Not applicable","Number","326257"
"Sri Lanka","2007","Male","Not applicable","Number","166193"
"Sri Lanka","2006","All genders","Not applicable","Number","326236"
"Sri Lanka","2006","Female","Not applicable","Number","160054"
"Sri Lanka","2006","Male","Not applicable","Number","166182"
"Sri Lanka","2005","Male","Not applicable","Number","166441"
"Sri Lanka","2005","Female","Not applicable","Number","160423"
"Sri Lanka","2005","All genders","Not applicable","Number","326864"
"Sri Lanka","2004","All genders","Not applicable","Number","328434"
"Sri Lanka","2004","Female","Not applicable","Number","161328"
"Sri Lanka","2004","Male","Not applicable","Number","167106"
"Sri Lanka","2003","Male","Not applicable","Number","167857"
"Sri Lanka","2003","All genders","Not applicable","Number","330214"
"Sri Lanka","2003","Female","Not applicable","Number","162357"
"Sri Lanka","2002","Female","Not applicable","Number","163206"
"Sri Lanka","2002","All genders","Not applicable","Number","331920"
"Sri Lanka","2002","Male","Not applicable","Number","168714"
"Sri Lanka","2001","Male","Not applicable","Number","169858"
"Sri Lanka","2001","All genders","Not applicable","Number","333908"
"Sri Lanka","2001","Female","Not applicable","Number","164050"
"Sri Lanka","2000","Female","Not applicable","Number","165267"
"Sri Lanka","2000","Male","Not applicable","Number","171518"
"Sri Lanka","2000","All genders","Not applicable","Number","336785"
"Sri Lanka","1999","All genders","Not applicable","Number","338955"
"Sri Lanka","1999","Male","Not applicable","Number","172808"
"Sri Lanka","1999","Female","Not applicable","Number","166147"
"Sri Lanka","1998","All genders","Not applicable","Number","342085"
"Sri Lanka","1998","Female","Not applicable","Number","167497"
"Sri Lanka","1998","Male","Not applicable","Number","174588"
"Sri Lanka","1997","Male","Not applicable","Number","177755"
"Sri Lanka","1997","Female","Not applicable","Number","170398"
"Sri Lanka","1997","All genders","Not applicable","Number","348153"
"Sri Lanka","1996","Female","Not applicable","Number","174479"
"Sri Lanka","1996","All genders","Not applicable","Number","356393"
"Sri Lanka","1996","Male","Not applicable","Number","181914"
"Sri Lanka","1995","All genders","Not applicable","Number","364798"
"Sri Lanka","1995","Female","Not applicable","Number","178692"
"Sri Lanka","1995","Male","Not applicable","Number","186106"
"Sri Lanka","1994","Male","Not applicable","Number","190920"
"Sri Lanka","1994","Female","Not applicable","Number","183378"
"Sri Lanka","1994","All genders","Not applicable","Number","374298"
"Sri Lanka","1993","Female","Not applicable","Number","187477"
"Sri Lanka","1993","All genders","Not applicable","Number","382491"
"Sri Lanka","1993","Male","Not applicable","Number","195014"
"Sri Lanka","1992","Male","Not applicable","Number","196866"
"Sri Lanka","1992","Female","Not applicable","Number","189460"
"Sri Lanka","1992","All genders","Not applicable","Number","386326"
"Sri Lanka","1991","All genders","Not applicable","Number","386170"
"Sri Lanka","1991","Male","Not applicable","Number","196684"
"Sri Lanka","1991","Female","Not applicable","Number","189486"
"Sri Lanka","1990","Male","Not applicable","Number","195500"
"Sri Lanka","1990","Female","Not applicable","Number","188528"
"Sri Lanka","1990","All genders","Not applicable","Number","384028"
"Sri Lanka","1989","All genders","Not applicable","Number","382364"
"Sri Lanka","1989","Female","Not applicable","Number","187825"
"Sri Lanka","1989","Male","Not applicable","Number","194539"
"Sri Lanka","1988","Female","Not applicable","Number","186339"
"Sri Lanka","1988","All genders","Not applicable","Number","379143"
"Sri Lanka","1988","Male","Not applicable","Number","192804"
"Sri Lanka","1987","Male","Not applicable","Number","190227"
"Sri Lanka","1987","All genders","Not applicable","Number","374171"
"Sri Lanka","1987","Female","Not applicable","Number","183944"
"Sri Lanka","1986","Female","Not applicable","Number","177707"
"Sri Lanka","1986","All genders","Not applicable","Number","361379"
"Sri Lanka","1986","Male","Not applicable","Number","183672"
"Sri Lanka","1985","Male","Not applicable","Number","180248"
"Sri Lanka","1985","All genders","Not applicable","Number","354711"
"Sri Lanka","1985","Female","Not applicable","Number","174463"
"Sri Lanka","1984","Female","Not applicable","Number","170678"
"Sri Lanka","1984","All genders","Not applicable","Number","347104"
"Sri Lanka","1984","Male","Not applicable","Number","176426"
"Sri Lanka","1983","Male","Not applicable","Number","174743"
"Sri Lanka","1983","All genders","Not applicable","Number","343837"
"Sri Lanka","1983","Female","Not applicable","Number","169094"
"Sri Lanka","1982","All genders","Not applicable","Number","344515"
"Sri Lanka","1982","Male","Not applicable","Number","174999"
"Sri Lanka","1982","Female","Not applicable","Number","169516"
"Sri Lanka","1981","Male","Not applicable","Number","175848"
"Sri Lanka","1981","All genders","Not applicable","Number","346438"
"Sri Lanka","1981","Female","Not applicable","Number","170590"
"Sri Lanka","1980","Female","Not applicable","Number","171810"
"Sri Lanka","1980","All genders","Not applicable","Number","348579"
"Sri Lanka","1980","Male","Not applicable","Number","176769"
"Sri Lanka","1979","Female","Not applicable","Number","173319"
"Sri Lanka","1979","All genders","Not applicable","Number","351380"
"Sri Lanka","1979","Male","Not applicable","Number","178061"
"Sri Lanka","1978","Male","Not applicable","Number","177825"
"Sri Lanka","1978","Female","Not applicable","Number","173257"
"Sri Lanka","1978","All genders","Not applicable","Number","351082"
"Sri Lanka","1977","All genders","Not applicable","Number","347792"
"Sri Lanka","1977","Female","Not applicable","Number","171675"
"Sri Lanka","1977","Male","Not applicable","Number","176117"
"Sri Lanka","1976","Female","Not applicable","Number","169460"
"Sri Lanka","1976","All genders","Not applicable","Number","343258"
"Sri Lanka","1976","Male","Not applicable","Number","173798"
"Sri Lanka","1975","All genders","Not applicable","Number","338047"
"Sri Lanka","1975","Male","Not applicable","Number","171156"
"Sri Lanka","1975","Female","Not applicable","Number","166891"
"Sudan","2010","All genders","Not applicable","Number","880068"
"Sudan","2010","Male","Not applicable","Number","445767"
"Sudan","2010","Female","Not applicable","Number","434301"
"Sudan","2009","All genders","Not applicable","Number","859747"
"Sudan","2009","Male","Not applicable","Number","435394"
"Sudan","2009","Female","Not applicable","Number","424353"
"Sudan","2008","Female","Not applicable","Number","414466"
"Sudan","2008","Male","Not applicable","Number","425085"
"Sudan","2008","All genders","Not applicable","Number","839551"
"Sudan","2007","Male","Not applicable","Number","415054"
"Sudan","2007","Female","Not applicable","Number","404808"
"Sudan","2007","All genders","Not applicable","Number","819862"
"Sudan","2006","All genders","Not applicable","Number","802038"
"Sudan","2006","Female","Not applicable","Number","396046"
"Sudan","2006","Male","Not applicable","Number","405992"
"Sudan","2005","All genders","Not applicable","Number","782114"
"Sudan","2005","Female","Not applicable","Number","386275"
"Sudan","2005","Male","Not applicable","Number","395839"
"Sudan","2004","Male","Not applicable","Number","384474"
"Sudan","2004","Female","Not applicable","Number","375313"
"Sudan","2004","All genders","Not applicable","Number","759787"
"Sudan","2003","All genders","Not applicable","Number","737488"
"Sudan","2003","Female","Not applicable","Number","364354"
"Sudan","2003","Male","Not applicable","Number","373134"
"Sudan","2002","Male","Not applicable","Number","362579"
"Sudan","2002","Female","Not applicable","Number","354133"
"Sudan","2002","All genders","Not applicable","Number","716712"
"Sudan","2001","Female","Not applicable","Number","344545"
"Sudan","2001","All genders","Not applicable","Number","697244"
"Sudan","2001","Male","Not applicable","Number","352699"
"Suriname","2012","Male","Not applicable","Number","5267"
"Suriname","2012","All genders","Not applicable","Number","10419"
"Suriname","2012","Female","Not applicable","Number","5152"
"Suriname","2011","Female","Not applicable","Number","5156"
"Suriname","2011","All genders","Not applicable","Number","10437"
"Suriname","2011","Male","Not applicable","Number","5281"
"Suriname","2010","Male","Not applicable","Number","5227"
"Suriname","2010","All genders","Not applicable","Number","10322"
"Suriname","2010","Female","Not applicable","Number","5095"
"Suriname","2009","Female","Not applicable","Number","4955"
"Suriname","2009","Male","Not applicable","Number","5086"
"Suriname","2009","All genders","Not applicable","Number","10041"
"Suriname","2008","Female","Not applicable","Number","4790"
"Suriname","2008","Male","Not applicable","Number","4922"
"Suriname","2008","All genders","Not applicable","Number","9712"
